product_id,title,review_total,product_link,city_name,booked,variations.package_name,variations.variationsDetail.name,variations.variationsDetail.price,variations.variationsDetail.market_price,variations.variationsDetail.agent_price,variations.variationsDetail.agent_market_price,variations.variationsDetail.minimum_selling_price,variations
1303,Sunway Lagoon Ticket in Malaysia,7283,https://www.klook.com/en-GB/activity/1303-sunway-lagoon-kuala-lumpur/,Kuala Lumpur,221293,Admission Ticket,Non Malaysian Adult,172.00,213.00,159.99,213.00,172.00,"{""package_name"":""Admission Ticket"",""variationsDetail"":{""name"":""Non Malaysian Adult"",""price"":""172.00"",""market_price"":""213.00"",""agent_price"":""159.99"",""agent_market_price"":""213.00"",""minimum_selling_price"":""172.00""}}"
1303,Sunway Lagoon Ticket in Malaysia,7283,https://www.klook.com/en-GB/activity/1303-sunway-lagoon-kuala-lumpur/,Kuala Lumpur,221293,Admission Ticket,Non Malaysian Child (age 0-12 and above 90cm),145.00,178.00,135.00,178.00,145.00,"{""package_name"":""Admission Ticket"",""variationsDetail"":{""name"":""Non Malaysian Child (age 0-12 and above 90cm)"",""price"":""145.00"",""market_price"":""178.00"",""agent_price"":""135.00"",""agent_market_price"":""178.00"",""minimum_selling_price"":""145.00""}}"
1303,Sunway Lagoon Ticket in Malaysia,7283,https://www.klook.com/en-GB/activity/1303-sunway-lagoon-kuala-lumpur/,Kuala Lumpur,221293,Admission Ticket + Quack Xpress (Express Lane Pass)	,Malaysian Adult,199.00,230.00,177.05,230.00,199.00,"{""package_name"":""Admission Ticket + Quack Xpress (Express Lane Pass)\t"",""variationsDetail"":{""name"":""Malaysian Adult"",""price"":""199.00"",""market_price"":""230.00"",""agent_price"":""177.05"",""agent_market_price"":""230.00"",""minimum_selling_price"":""199.00""}}"
1303,Sunway Lagoon Ticket in Malaysia,7283,https://www.klook.com/en-GB/activity/1303-sunway-lagoon-kuala-lumpur/,Kuala Lumpur,221293,Admission Ticket + Quack Xpress (Express Lane Pass)	,Malaysian Child (age 0-12 and above 90cm),179.00,205.00,166.45,205.00,179.00,"{""package_name"":""Admission Ticket + Quack Xpress (Express Lane Pass)\t"",""variationsDetail"":{""name"":""Malaysian Child (age 0-12 and above 90cm)"",""price"":""179.00"",""market_price"":""205.00"",""agent_price"":""166.45"",""agent_market_price"":""205.00"",""minimum_selling_price"":""179.00""}}"
1303,Sunway Lagoon Ticket in Malaysia,7283,https://www.klook.com/en-GB/activity/1303-sunway-lagoon-kuala-lumpur/,Kuala Lumpur,221293,Admission Ticket + Quack Xpress (Express Lane Pass)	,Non Malaysian Adult,242.00,293.00,177.05,293.00,242.00,"{""package_name"":""Admission Ticket + Quack Xpress (Express Lane Pass)\t"",""variationsDetail"":{""name"":""Non Malaysian Adult"",""price"":""242.00"",""market_price"":""293.00"",""agent_price"":""177.05"",""agent_market_price"":""293.00"",""minimum_selling_price"":""242.00""}}"
1303,Sunway Lagoon Ticket in Malaysia,7283,https://www.klook.com/en-GB/activity/1303-sunway-lagoon-kuala-lumpur/,Kuala Lumpur,221293,Admission Ticket + Quack Xpress (Express Lane Pass)	,Non Malaysian Child (age 0-12 and above 90cm),215.00,258.00,166.45,258.00,215.00,"{""package_name"":""Admission Ticket + Quack Xpress (Express Lane Pass)\t"",""variationsDetail"":{""name"":""Non Malaysian Child (age 0-12 and above 90cm)"",""price"":""215.00"",""market_price"":""258.00"",""agent_price"":""166.45"",""agent_market_price"":""258.00"",""minimum_selling_price"":""215.00""}}"
1303,Sunway Lagoon Ticket in Malaysia,7283,https://www.klook.com/en-GB/activity/1303-sunway-lagoon-kuala-lumpur/,Kuala Lumpur,221293,Equipment Combo (Up to 2 Person),Person,77.00,84.00,71.05,84.00,77.00,"{""package_name"":""Equipment Combo (Up to 2 Person)"",""variationsDetail"":{""name"":""Person"",""price"":""77.00"",""market_price"":""84.00"",""agent_price"":""71.05"",""agent_market_price"":""84.00"",""minimum_selling_price"":""77.00""}}"
1303,Sunway Lagoon Ticket in Malaysia,7283,https://www.klook.com/en-GB/activity/1303-sunway-lagoon-kuala-lumpur/,Kuala Lumpur,221293,[Optional] X Park Activities,[Malaysian] Bungy Jump,98.00,98.00,88.29,98.00,null,"{""package_name"":""[Optional] X Park Activities"",""variationsDetail"":{""name"":""[Malaysian] Bungy Jump"",""price"":""98.00"",""market_price"":""98.00"",""agent_price"":""88.29"",""agent_market_price"":""98.00"",""minimum_selling_price"":null}}"
1303,Sunway Lagoon Ticket in Malaysia,7283,https://www.klook.com/en-GB/activity/1303-sunway-lagoon-kuala-lumpur/,Kuala Lumpur,221293,[Optional] X Park Activities,[Malaysian] G Force X,41.00,41.00,36.95,41.00,null,"{""package_name"":""[Optional] X Park Activities"",""variationsDetail"":{""name"":""[Malaysian] G Force X"",""price"":""41.00"",""market_price"":""41.00"",""agent_price"":""36.95"",""agent_market_price"":""41.00"",""minimum_selling_price"":null}}"
1303,Sunway Lagoon Ticket in Malaysia,7283,https://www.klook.com/en-GB/activity/1303-sunway-lagoon-kuala-lumpur/,Kuala Lumpur,221293,[Optional] X Park Activities,[Malaysian] Bungy Jump + G Force X,130.00,130.00,117.15,130.00,null,"{""package_name"":""[Optional] X Park Activities"",""variationsDetail"":{""name"":""[Malaysian] Bungy Jump + G Force X"",""price"":""130.00"",""market_price"":""130.00"",""agent_price"":""117.15"",""agent_market_price"":""130.00"",""minimum_selling_price"":null}}"
1303,Sunway Lagoon Ticket in Malaysia,7283,https://www.klook.com/en-GB/activity/1303-sunway-lagoon-kuala-lumpur/,Kuala Lumpur,221293,[Optional] X Park Activities,[Non Malaysian] Bungy Jump,175.00,175.00,157.69,175.00,null,"{""package_name"":""[Optional] X Park Activities"",""variationsDetail"":{""name"":""[Non Malaysian] Bungy Jump"",""price"":""175.00"",""market_price"":""175.00"",""agent_price"":""157.69"",""agent_market_price"":""175.00"",""minimum_selling_price"":null}}"
1303,Sunway Lagoon Ticket in Malaysia,7283,https://www.klook.com/en-GB/activity/1303-sunway-lagoon-kuala-lumpur/,Kuala Lumpur,221293,[Optional] X Park Activities,[Non Malaysian] G Force X,82.00,82.00,73.89,82.00,null,"{""package_name"":""[Optional] X Park Activities"",""variationsDetail"":{""name"":""[Non Malaysian] G Force X"",""price"":""82.00"",""market_price"":""82.00"",""agent_price"":""73.89"",""agent_market_price"":""82.00"",""minimum_selling_price"":null}}"
1303,Sunway Lagoon Ticket in Malaysia,7283,https://www.klook.com/en-GB/activity/1303-sunway-lagoon-kuala-lumpur/,Kuala Lumpur,221293,[Optional] X Park Activities,[Non Malaysian] Bungy Jump + G Force X,198.00,198.00,178.39,198.00,null,"{""package_name"":""[Optional] X Park Activities"",""variationsDetail"":{""name"":""[Non Malaysian] Bungy Jump + G Force X"",""price"":""198.00"",""market_price"":""198.00"",""agent_price"":""178.39"",""agent_market_price"":""198.00"",""minimum_selling_price"":null}}"
9258,Zoo Negara Admission Ticket (National Zoo of Malaysia),3928,https://www.klook.com/en-GB/activity/9258-zoo-negara-national-zoo-of-malaysia/,Kuala Lumpur,119625,Malaysian Passport Holders Admission Ticket + Panda Centre,Adult,37.00,45.00,36.75,45.00,null,"{""package_name"":""Malaysian Passport Holders Admission Ticket + Panda Centre"",""variationsDetail"":{""name"":""Adult"",""price"":""37.00"",""market_price"":""45.00"",""agent_price"":""36.75"",""agent_market_price"":""45.00"",""minimum_selling_price"":null}}"
9258,Zoo Negara Admission Ticket (National Zoo of Malaysia),3928,https://www.klook.com/en-GB/activity/9258-zoo-negara-national-zoo-of-malaysia/,Kuala Lumpur,119625,Malaysian Passport Holders Admission Ticket + Panda Centre,Child(3-12),15.00,18.00,14.69,18.00,null,"{""package_name"":""Malaysian Passport Holders Admission Ticket + Panda Centre"",""variationsDetail"":{""name"":""Child(3-12)"",""price"":""15.00"",""market_price"":""18.00"",""agent_price"":""14.69"",""agent_market_price"":""18.00"",""minimum_selling_price"":null}}"
9258,Zoo Negara Admission Ticket (National Zoo of Malaysia),3928,https://www.klook.com/en-GB/activity/9258-zoo-negara-national-zoo-of-malaysia/,Kuala Lumpur,119625,Non-Malaysian Passport Holders Admission Ticket + Panda Centre,Adult (All other countries),72.90,82.00,69.55,82.00,null,"{""package_name"":""Non-Malaysian Passport Holders Admission Ticket + Panda Centre"",""variationsDetail"":{""name"":""Adult (All other countries)"",""price"":""72.90"",""market_price"":""82.00"",""agent_price"":""69.55"",""agent_market_price"":""82.00"",""minimum_selling_price"":null}}"
9258,Zoo Negara Admission Ticket (National Zoo of Malaysia),3928,https://www.klook.com/en-GB/activity/9258-zoo-negara-national-zoo-of-malaysia/,Kuala Lumpur,119625,Non-Malaysian Passport Holders Admission Ticket + Panda Centre,Child (3-12) (All other countries),37.00,43.00,36.49,43.00,null,"{""package_name"":""Non-Malaysian Passport Holders Admission Ticket + Panda Centre"",""variationsDetail"":{""name"":""Child (3-12) (All other countries)"",""price"":""37.00"",""market_price"":""43.00"",""agent_price"":""36.49"",""agent_market_price"":""43.00"",""minimum_selling_price"":null}}"
9258,Zoo Negara Admission Ticket (National Zoo of Malaysia),3928,https://www.klook.com/en-GB/activity/9258-zoo-negara-national-zoo-of-malaysia/,Kuala Lumpur,119625,Family Combo (Malaysian Passport Holders Admission Ticket + Panda Centre),2 Adult + 1 Child,88.00,108.00,88.15,108.00,null,"{""package_name"":""Family Combo (Malaysian Passport Holders Admission Ticket + Panda Centre)"",""variationsDetail"":{""name"":""2 Adult + 1 Child"",""price"":""88.00"",""market_price"":""108.00"",""agent_price"":""88.15"",""agent_market_price"":""108.00"",""minimum_selling_price"":null}}"
9258,Zoo Negara Admission Ticket (National Zoo of Malaysia),3928,https://www.klook.com/en-GB/activity/9258-zoo-negara-national-zoo-of-malaysia/,Kuala Lumpur,119625,Family Combo (Malaysian Passport Holders Admission Ticket + Panda Centre),2 Adult + 2 Child,103.00,126.00,102.85,126.00,null,"{""package_name"":""Family Combo (Malaysian Passport Holders Admission Ticket + Panda Centre)"",""variationsDetail"":{""name"":""2 Adult + 2 Child"",""price"":""103.00"",""market_price"":""126.00"",""agent_price"":""102.85"",""agent_market_price"":""126.00"",""minimum_selling_price"":null}}"
9258,Zoo Negara Admission Ticket (National Zoo of Malaysia),3928,https://www.klook.com/en-GB/activity/9258-zoo-negara-national-zoo-of-malaysia/,Kuala Lumpur,119625,Family Combo (Non-Malaysian Passport Holders Admission Ticket + Panda Centre),2 Adult + 1 Child,178.00,207.00,175.55,207.00,null,"{""package_name"":""Family Combo (Non-Malaysian Passport Holders Admission Ticket + Panda Centre)"",""variationsDetail"":{""name"":""2 Adult + 1 Child"",""price"":""178.00"",""market_price"":""207.00"",""agent_price"":""175.55"",""agent_market_price"":""207.00"",""minimum_selling_price"":null}}"
9258,Zoo Negara Admission Ticket (National Zoo of Malaysia),3928,https://www.klook.com/en-GB/activity/9258-zoo-negara-national-zoo-of-malaysia/,Kuala Lumpur,119625,Family Combo (Non-Malaysian Passport Holders Admission Ticket + Panda Centre),2 Adult + 2 Child,215.00,250.00,212.00,250.00,null,"{""package_name"":""Family Combo (Non-Malaysian Passport Holders Admission Ticket + Panda Centre)"",""variationsDetail"":{""name"":""2 Adult + 2 Child"",""price"":""215.00"",""market_price"":""250.00"",""agent_price"":""212.00"",""agent_market_price"":""250.00"",""minimum_selling_price"":null}}"
26203,"Petrosains, The Discovery Centre Admission Ticket in Kuala Lumpur",930,https://www.klook.com/en-GB/activity/26203-petrosains-discovery-centre-ticket-kuala-lumpur/,Kuala Lumpur,21981,Malaysian Passport Holders,Adult,16.50,18.00,15.69,18.00,16.50,"{""package_name"":""Malaysian Passport Holders"",""variationsDetail"":{""name"":""Adult"",""price"":""16.50"",""market_price"":""18.00"",""agent_price"":""15.69"",""agent_market_price"":""18.00"",""minimum_selling_price"":""16.50""}}"
26203,"Petrosains, The Discovery Centre Admission Ticket in Kuala Lumpur",930,https://www.klook.com/en-GB/activity/26203-petrosains-discovery-centre-ticket-kuala-lumpur/,Kuala Lumpur,21981,Malaysian Passport Holders,Child(3-12),6.60,7.00,6.39,7.00,6.60,"{""package_name"":""Malaysian Passport Holders"",""variationsDetail"":{""name"":""Child(3-12)"",""price"":""6.60"",""market_price"":""7.00"",""agent_price"":""6.39"",""agent_market_price"":""7.00"",""minimum_selling_price"":""6.60""}}"
26203,"Petrosains, The Discovery Centre Admission Ticket in Kuala Lumpur",930,https://www.klook.com/en-GB/activity/26203-petrosains-discovery-centre-ticket-kuala-lumpur/,Kuala Lumpur,21981,Non-Malaysian Passport Holders,Adult,24.70,28.00,23.75,28.00,24.70,"{""package_name"":""Non-Malaysian Passport Holders"",""variationsDetail"":{""name"":""Adult"",""price"":""24.70"",""market_price"":""28.00"",""agent_price"":""23.75"",""agent_market_price"":""28.00"",""minimum_selling_price"":""24.70""}}"
26203,"Petrosains, The Discovery Centre Admission Ticket in Kuala Lumpur",930,https://www.klook.com/en-GB/activity/26203-petrosains-discovery-centre-ticket-kuala-lumpur/,Kuala Lumpur,21981,Non-Malaysian Passport Holders,Child(3-12),14.60,16.00,13.99,16.00,14.60,"{""package_name"":""Non-Malaysian Passport Holders"",""variationsDetail"":{""name"":""Child(3-12)"",""price"":""14.60"",""market_price"":""16.00"",""agent_price"":""13.99"",""agent_market_price"":""16.00"",""minimum_selling_price"":""14.60""}}"
39731,KOMUGI in Malaysia,161,https://www.klook.com/en-GB/activity/39731-komugi-japanese-bakery-malaysia/,Kuala Lumpur,927,[Dine-In/Takeaway] RM50 Cash Voucher,Voucher,45.00,50.00,42.95,50.00,null,"{""package_name"":""[Dine-In/Takeaway] RM50 Cash Voucher"",""variationsDetail"":{""name"":""Voucher"",""price"":""45.00"",""market_price"":""50.00"",""agent_price"":""42.95"",""agent_market_price"":""50.00"",""minimum_selling_price"":null}}"
39731,KOMUGI in Malaysia,161,https://www.klook.com/en-GB/activity/39731-komugi-japanese-bakery-malaysia/,Kuala Lumpur,927,[Dine-In/Takeaway] RM30 Cash Voucher,Voucher,25.00,30.00,23.85,30.00,null,"{""package_name"":""[Dine-In/Takeaway] RM30 Cash Voucher"",""variationsDetail"":{""name"":""Voucher"",""price"":""25.00"",""market_price"":""30.00"",""agent_price"":""23.85"",""agent_market_price"":""30.00"",""minimum_selling_price"":null}}"
25639,Atmosphere 360 Revolving Restaurant in KL Tower,773,https://www.klook.com/en-GB/activity/25639-atmosphere-360-revolving-restaurant-kuala-lumpur/,Kuala Lumpur,12709,Lunch Buffet (Weekday),Adult,92.09,93.00,88.75,93.00,null,"{""package_name"":""Lunch Buffet (Weekday)"",""variationsDetail"":{""name"":""Adult"",""price"":""92.09"",""market_price"":""93.00"",""agent_price"":""88.75"",""agent_market_price"":""93.00"",""minimum_selling_price"":null}}"
25639,Atmosphere 360 Revolving Restaurant in KL Tower,773,https://www.klook.com/en-GB/activity/25639-atmosphere-360-revolving-restaurant-kuala-lumpur/,Kuala Lumpur,12709,Lunch Buffet (Weekday),Child/ Senior Citizen/ OKU,61.39,62.00,59.15,62.00,null,"{""package_name"":""Lunch Buffet (Weekday)"",""variationsDetail"":{""name"":""Child/ Senior Citizen/ OKU"",""price"":""61.39"",""market_price"":""62.00"",""agent_price"":""59.15"",""agent_market_price"":""62.00"",""minimum_selling_price"":null}}"
25639,Atmosphere 360 Revolving Restaurant in KL Tower,773,https://www.klook.com/en-GB/activity/25639-atmosphere-360-revolving-restaurant-kuala-lumpur/,Kuala Lumpur,12709,Buffet Hi Tea (Weekday),Adult,64.35,65.00,62.05,65.00,null,"{""package_name"":""Buffet Hi Tea (Weekday)"",""variationsDetail"":{""name"":""Adult"",""price"":""64.35"",""market_price"":""65.00"",""agent_price"":""62.05"",""agent_market_price"":""65.00"",""minimum_selling_price"":null}}"
25639,Atmosphere 360 Revolving Restaurant in KL Tower,773,https://www.klook.com/en-GB/activity/25639-atmosphere-360-revolving-restaurant-kuala-lumpur/,Kuala Lumpur,12709,Buffet Hi Tea (Weekday),Child/ Senior Citizen/ OKU,47.55,48.00,45.79,48.00,null,"{""package_name"":""Buffet Hi Tea (Weekday)"",""variationsDetail"":{""name"":""Child/ Senior Citizen/ OKU"",""price"":""47.55"",""market_price"":""48.00"",""agent_price"":""45.79"",""agent_market_price"":""48.00"",""minimum_selling_price"":null}}"
25639,Atmosphere 360 Revolving Restaurant in KL Tower,773,https://www.klook.com/en-GB/activity/25639-atmosphere-360-revolving-restaurant-kuala-lumpur/,Kuala Lumpur,12709,Dinner Buffet (Weekday),Adult,196.05,198.00,157.45,165.00,null,"{""package_name"":""Dinner Buffet (Weekday)"",""variationsDetail"":{""name"":""Adult"",""price"":""196.05"",""market_price"":""198.00"",""agent_price"":""157.45"",""agent_market_price"":""165.00"",""minimum_selling_price"":null}}"
25639,Atmosphere 360 Revolving Restaurant in KL Tower,773,https://www.klook.com/en-GB/activity/25639-atmosphere-360-revolving-restaurant-kuala-lumpur/,Kuala Lumpur,12709,Dinner Buffet (Weekday),Child/ Senior Citizen/ OKU,148.50,150.00,114.49,120.00,null,"{""package_name"":""Dinner Buffet (Weekday)"",""variationsDetail"":{""name"":""Child/ Senior Citizen/ OKU"",""price"":""148.50"",""market_price"":""150.00"",""agent_price"":""114.49"",""agent_market_price"":""120.00"",""minimum_selling_price"":null}}"
25639,Atmosphere 360 Revolving Restaurant in KL Tower,773,https://www.klook.com/en-GB/activity/25639-atmosphere-360-revolving-restaurant-kuala-lumpur/,Kuala Lumpur,12709,Lunch Buffet (Weekend),Adult,103.95,105.00,100.19,105.00,null,"{""package_name"":""Lunch Buffet (Weekend)"",""variationsDetail"":{""name"":""Adult"",""price"":""103.95"",""market_price"":""105.00"",""agent_price"":""100.19"",""agent_market_price"":""105.00"",""minimum_selling_price"":null}}"
25639,Atmosphere 360 Revolving Restaurant in KL Tower,773,https://www.klook.com/en-GB/activity/25639-atmosphere-360-revolving-restaurant-kuala-lumpur/,Kuala Lumpur,12709,Lunch Buffet (Weekend),Child/ Senior Citizen/ OKU,74.25,75.00,71.55,75.00,null,"{""package_name"":""Lunch Buffet (Weekend)"",""variationsDetail"":{""name"":""Child/ Senior Citizen/ OKU"",""price"":""74.25"",""market_price"":""75.00"",""agent_price"":""71.55"",""agent_market_price"":""75.00"",""minimum_selling_price"":null}}"
25639,Atmosphere 360 Revolving Restaurant in KL Tower,773,https://www.klook.com/en-GB/activity/25639-atmosphere-360-revolving-restaurant-kuala-lumpur/,Kuala Lumpur,12709,Lunch Buffet (Weekend),Child below 5 y/o (Cover Charge),30.00,30.00,28.65,30.00,null,"{""package_name"":""Lunch Buffet (Weekend)"",""variationsDetail"":{""name"":""Child below 5 y/o (Cover Charge)"",""price"":""30.00"",""market_price"":""30.00"",""agent_price"":""28.65"",""agent_market_price"":""30.00"",""minimum_selling_price"":null}}"
25639,Atmosphere 360 Revolving Restaurant in KL Tower,773,https://www.klook.com/en-GB/activity/25639-atmosphere-360-revolving-restaurant-kuala-lumpur/,Kuala Lumpur,12709,Buffet Hi Tea (Weekend),Adult,82.19,83.00,79.19,83.00,null,"{""package_name"":""Buffet Hi Tea (Weekend)"",""variationsDetail"":{""name"":""Adult"",""price"":""82.19"",""market_price"":""83.00"",""agent_price"":""79.19"",""agent_market_price"":""83.00"",""minimum_selling_price"":null}}"
25639,Atmosphere 360 Revolving Restaurant in KL Tower,773,https://www.klook.com/en-GB/activity/25639-atmosphere-360-revolving-restaurant-kuala-lumpur/,Kuala Lumpur,12709,Buffet Hi Tea (Weekend),Child/ Senior Citizen/ OKU,65.35,66.00,62.99,66.00,null,"{""package_name"":""Buffet Hi Tea (Weekend)"",""variationsDetail"":{""name"":""Child/ Senior Citizen/ OKU"",""price"":""65.35"",""market_price"":""66.00"",""agent_price"":""62.99"",""agent_market_price"":""66.00"",""minimum_selling_price"":null}}"
25639,Atmosphere 360 Revolving Restaurant in KL Tower,773,https://www.klook.com/en-GB/activity/25639-atmosphere-360-revolving-restaurant-kuala-lumpur/,Kuala Lumpur,12709,Buffet Hi Tea (Weekend),Child below 5 y/o (Cover Charge),25.00,25.00,23.85,25.00,null,"{""package_name"":""Buffet Hi Tea (Weekend)"",""variationsDetail"":{""name"":""Child below 5 y/o (Cover Charge)"",""price"":""25.00"",""market_price"":""25.00"",""agent_price"":""23.85"",""agent_market_price"":""25.00"",""minimum_selling_price"":null}}"
25639,Atmosphere 360 Revolving Restaurant in KL Tower,773,https://www.klook.com/en-GB/activity/25639-atmosphere-360-revolving-restaurant-kuala-lumpur/,Kuala Lumpur,12709,Dinner Buffet (Weekend),Adult,196.05,198.00,188.89,198.00,null,"{""package_name"":""Dinner Buffet (Weekend)"",""variationsDetail"":{""name"":""Adult"",""price"":""196.05"",""market_price"":""198.00"",""agent_price"":""188.89"",""agent_market_price"":""198.00"",""minimum_selling_price"":null}}"
25639,Atmosphere 360 Revolving Restaurant in KL Tower,773,https://www.klook.com/en-GB/activity/25639-atmosphere-360-revolving-restaurant-kuala-lumpur/,Kuala Lumpur,12709,Dinner Buffet (Weekend),Child/ Senior Citizen/ OKU,148.50,150.00,143.10,150.00,null,"{""package_name"":""Dinner Buffet (Weekend)"",""variationsDetail"":{""name"":""Child/ Senior Citizen/ OKU"",""price"":""148.50"",""market_price"":""150.00"",""agent_price"":""143.10"",""agent_market_price"":""150.00"",""minimum_selling_price"":null}}"
